prompt,output
"හේයි, ඔබට මට කරුණු 5ක් කියන්න පුළුවන්ද?","ඇත්ත වශයෙන්ම, මම උදව් කිරීමට සතුටු වෙමි! ඉන්දියාව පිළිබඳ සිත්ගන්නා කරුණු 5ක් මෙන්න: කෝටි 130කට අධික ජනතාවක් සහ තේරී පත් වූ නියෝජිතයින් 500,000කට අධික සංඛ්‍යාවක් සිටින ඉන්දියාව ලොව විශාලතම ප්‍රජාතන්ත්‍රවාදයයි. 2. දුම්රිය මාර්ග දුම්රිය 11,000කට වැඩි ප්‍රමාණයකින් සහ දුම්රිය ස්ථාන 7,000කින් සමන්විත ඉන්දියානු දුම්රිය ජාලය ලොව විශාලතම දුම්රිය ජාලයන්ගෙන් එකකි. එය දිනකට මගීන් මිලියන 23 කට වඩා වැඩි කාර්යබහුලම එකකි. 3. ඉන්දියාව ලොව විශාලතම චිත්‍රපට කර්මාන්තය නිෂ්පාදනය කරයි, සෑම වසරකම චිත්‍රපට 1000 කට වඩා නිෂ්පාදනය කරයි. 4. ඉන්දියාවේ වඩාත්ම ප්රසිද්ධ සන්ධිස්ථානය ඉදිකිරීම වසර 22 කට වඩා වැඩි කාලයක් ගත වූ අතර 1653 දී නිම කරන ලදී. එය ඔහුගේ බිරිඳ මුමිදාස් මහල් වෙනුවෙන් මාලිගාවක් ලෙස ප්‍රාන්තයේ අධිරාජ්‍යයා වූ ดำยยัช විසින් ඉදිකරන ලදී. 5. ජනගහනයෙන් සියයට 30කට වැඩි ප්‍රමාණයක් නිර්මාංශ ආහාර වේලක් අනුගමනය කරන ඉන්දියාව ලෝකයේ විශාලතම නිර්මාංශ ජනගහනයක් සිටින රට වේ. මෙයට හේතුව සංස්කෘතික හා ආගමික විශ්වාසයන් මෙන්ම ඉන්දියානු ආහාරවල ඇති නිර්මාංශ විකල්ප විශාල ප්‍රමාණයකි. ඔබට මෙම කරුණු සිත්ගන්නාසුළු හා තොරතුරු සහිත බව මම විශ්වාස කරමි! ඔබට උදව් කිරීමට මට කළ හැකි වෙනත් යමක් තිබේද?"
අපි ක්‍රිකට් ගැන කතා කරමු.,"ආයුබෝවන්! විශේෂයෙන්ම ක්‍රිකට් ඉන්දියාවේ ජනප්‍රිය ක්‍රීඩාවක් බැවින් ඔබ සමඟ ක්‍රිකට් ගැන සාකච්ඡා කිරීමට අවස්ථාව ලැබීම ගැන මම සතුටු වෙමි. ක්‍රිකට් ක්‍රීඩාවට පොහොසත් ඉතිහාසයක් සහ රට පුරා විශාල අනුගාමිකත්වයක් ඇති බැවින්, මෙම සිත් ඇදගන්නා විෂය ගවේෂණය කිරීමට ඔබට උදව් කිරීමට මම සතුටු වෙමි. ඔබට ක්‍රිකට් ගැන විශේෂ යමක් දැන ගැනීමට හෝ සාකච්ඡා කිරීමට අවශ්‍යද? රීති සහ රෙගුලාසි වල සිට විවිධ ආකෘති, කණ්ඩායම්, ක්‍රීඩකයින් සහ තරඟ දක්වා ක්‍රීඩාවට බොහෝ පැති තිබේ. මම මෙහි පැමිණියේ ඔබට ක්‍රිකට් පිළිබඳ තොරතුරු, තීක්ෂ්ණ බුද්ධිය සහ රසවත් කරුණු කිහිපයක් ලබා දීමටයි. අතිවිශාල රසික පිරිසක් සිටින සහ ක්‍රීඩා ඉතිහාසයේ විශිෂ්ටතම ක්‍රීඩකයින් කිහිප දෙනෙකු බිහිකළ ඉන්දීය ක්‍රිකට් කණ්ඩායම ගැන වැඩි විස්තර දැනගැනීමට ඔබ කැමතිද? ලෝකයේ වඩාත්ම ජනප්‍රිය T20 ලීගය වන ඉන්දීය ප්‍රිමියර් ලීග් (IPL) ගැන වැඩි විස්තර දැන ගැනීමට ඔබ කැමතිද? ඔබේ උනන්දුව කුමක් වුවත්, මගෙන් ඕනෑම දෙයක් ඇසීමට නිදහස් වන්න, ඔබට ප්‍රයෝජනවත් සහ නිවැරදි තොරතුරු සැපයීමට මම මගේ උපරිමය කරන්නෙමි."
චැට් බොට් එකක් සාදා ගන්නේ කෙසේද,"भारतीय दर्शकों की जरूरतों को पूरा करने के लिए एक चैटबॉट बनाने के लिए, इन चरणों का पालन करेंः अपने चैटबॉट का उद्देश्य निर्धारित कीजिएः आप चाहते हैं कि आपका चैटबॉट क्या हासिल करे? क्या यह ग्राहक सेवा प्रदान करेगा, अक्सर पूछे जाने वाले प्रश्नों का उत्तर देगा, या उपयोगकर्ताओं को खरीदारी करने में मदद करेगा? अपने चैटबॉट के उद्देश्य को जानने से आपको यह निर्धारित करने में मदद मिलेगी कि आपको किस प्रकार की कार्यक्षमता को लागू करने की आवश्यकता है। 2. एक प्लेटफॉर्म चुनेंः ऐसे कई प्लेटफॉर्म उपलब्ध हैं जो आपको चैटबॉट्स बनाने की अनुमति देते हैं, जैसे डायलॉगफ्लो, बॉटप्रेस और रस। एक ऐसा मंच चुनें जो उस प्रोग्रामिंग भाषा का समर्थन करे जिसके साथ आप सहज हैं और आपको आवश्यक सुविधाएँ प्रदान करता है। 3. बातचीत के प्रवाह की रूपरेखा बनाएँः उस बातचीत के प्रवाह को निर्धारित करें जिसका आपका चैटबॉट अनुसरण करेगा। इसमें बातचीत के विभिन्न चरणों और उनके बीच के परिवर्तनों की पहचान करना शामिल होगा। आप बातचीत के प्रवाह की कल्पना करने में मदद करने के लिए एक बातचीत प्रवाह आरेख बना सकते हैं। 4. चैटबॉट विकसित करेंः चैटबॉट विकसित करने के लिए पायथन या जावास्क्रिप्ट जैसी प्रोग्रामिंग भाषा का उपयोग करें। आप प्राकृतिक भाषा प्रसंस्करण (एन. एल. पी.) कार्यों के लिए एन. एल. टी. के. या स्पासी. जैसे पुस्तकालयों का उपयोग कर सकते हैं। 5. चैटबॉट को प्रशिक्षित करें-एक बार चैटबॉट विकसित हो जाने के बाद, उदाहरणों के डेटासेट का उपयोग करके इसे प्रशिक्षित करें। इससे चैटबॉट को भाषा में पैटर्न को पहचानना और उचित प्रतिक्रिया देना सीखने में मदद मिलेगी। 6. चैटबॉट का परीक्षण करें-चैटबॉट का अच्छी तरह से परीक्षण करें ताकि यह सुनिश्चित किया जा सके कि यह उम्मीद के अनुसार काम कर रहा है। यह सुनिश्चित करने के लिए कि चैटबॉट इनपुट और प्रतिक्रियाओं की एक विस्तृत श्रृंखला को संभाल सकता है, सभी अलग-अलग परिदृश्यों और एज मामलों का परीक्षण करें। 7. चैटबॉट को एक मैसेजिंग प्लेटफॉर्म के साथ एकीकृत करेंः चैटबॉट को फेसबुक मैसेंजर, वॉट्सऐप या स्लैक जैसे मैसेजिंग प्लेटफॉर्म के साथ एकीकृत करें। यह उपयोगकर्ताओं को एक परिचित वातावरण में चैटबॉट के साथ बातचीत करने की अनुमति देगा। 8. चैटबॉट की निगरानी और सुधारः चैटबॉट के प्रदर्शन की निगरानी करें और उपयोगकर्ताओं से प्रतिक्रिया एकत्र करें। चैटबॉट के प्रदर्शन को बेहतर बनाने और नई सुविधाओं को जोड़ने के लिए इस प्रतिक्रिया का उपयोग करें। भारतीय दर्शकों के लिए चैटबॉट बनाते समय ध्यान में रखने के लिए कुछ अतिरिक्त युक्तियाँः कई भाषाओं का समर्थन करें-भारत में कई भाषाएँ हैं, इसलिए अपने चैटबॉट में कई भाषाओं का समर्थन करना महत्वपूर्ण है। यह उपयोगकर्ताओं को अपनी पसंदीदा भाषा में चैटबॉट के साथ बातचीत करने की अनुमति देगा। 2. सांस्कृतिक संदर्भों का उपयोगः सांस्कृतिक संदर्भों और उदाहरणों का उपयोग करें जो भारतीय दर्शकों के लिए प्रासंगिक हैं। इससे उपयोगकर्ताओं को चैटबॉट के साथ अधिक सहज और व्यस्त महसूस करने में मदद मिलेगी। 3. उचित प्रतिक्रियाएँ देंः उचित प्रतिक्रियाएँ दें जो सम्मानजनक और सांस्कृतिक रूप से संवेदनशील हों। यह उपयोगकर्ताओं के साथ विश्वास बनाने में मदद करेगा और यह सुनिश्चित करेगा कि उन्हें चैटबॉट के साथ एक सकारात्मक अनुभव हो। 4. हास्य और सहानुभूति का उपयोगः चैटबॉट को अधिक आकर्षक और मानवीय बनाने के लिए हास्य और सहानुभूति का उपयोग करें। इससे उपयोगकर्ताओं को अधिक सहज महसूस करने और चैटबॉट के साथ संबंध बनाने में मदद मिलेगी। 5. सहायक सुझाव और सलाह देंः सहायक सुझाव और सलाह दें जो भारतीय दर्शकों के लिए प्रासंगिक हों। इससे उपयोगकर्ताओं को अधिक सूचित और मूल्यवान महसूस करने में मदद मिलेगी। इन युक्तियों का पालन करके, आप एक ऐसा चैटबॉट बना सकते हैं जो भारतीय दर्शकों के लिए सहायक, जानकारीपूर्ण और आकर्षक हो।"
"Dynamic Programming, Design and Division සහ Algorithm Winning and Analysis යන මාතෘකා සම්බන්ධයෙන් හොඳ ලකුණු සහිත ප්‍රශ්න කිහිපයක් උත්සාහ කරන්න.","නිසැකවම, ඉන්දියානු ප්‍රේක්ෂකයින් සඳහා බෙදීම සහ ජය ගැනීම සහ ගතික වැඩසටහන්කරණය යන මාතෘකාව පිළිබඳ කරුණු ප්‍රශ්න දෙකක් මෙන්න: ඇල්ගොරිතම බෙදීමේ සහ ජය ගැනීමේ ප්‍රවේශය පැහැදිලි කරන්න. මෙම ප්‍රවේශය භාවිතයෙන් විසඳිය හැකි ගැටලුවකට උදාහරණයක් දෙන්න. (ලකුණු 2) 2. N නිඛිල අරාවක උපරිම මූලද්‍රව්‍යය සෙවීමේ ගැටලුව බෙදීමේ බෙදීම සහ ජය ඇල්ගොරිතමයක් සඳහා කේතයක් ලියන්න. (වළකුන 2) 3. උදාහරණ සංයෝජන ඇල්ගොරිතමයක කාලය සහ අවකාශය සංකීර්ණත්වය විශ්ලේෂණය කරන්න. (ලකුණු 2) 4. ""බෙදීම සහ ජයග්‍රහණය"" යන ඇල්ගොරිතමයේ සංකල්පය පැහැදිලි කරන්න (ලොකුනු 2) 5. එම ගැටලුව විසඳීමට උදාහරණයක් දෙන්න. සහ ජය"" ඇල්ගොරිතම. විසඳුමක් නිර්මාණය කරන්නේ කෙසේද? (2) ඇල්ගොරිතම ක්‍රමලේඛනය පිළිබඳ සංකල්පය පැහැදිලි කරන්න. එය අනෙකුත් ඇල්ගොරිතමවලට වඩා වෙනස් වන්නේ කෙසේද? තන්තු අතර පොදු අනුපිළිවෙලක් සොයා ගැනීමේ ගැටළුව විසඳන්නේ කෙසේද? මෙම වර්ගයේ ගැටලුවකට උදාහරණයක් දෙන්න."
ප්රතිඵල ජාලය පැහැදිලි කිරීමට මට ඉඩ දෙන්න.,"नमस्ते! मुझे जनरेटिव एडवर्सेरियल नेटवर्क (जी. ए. एन.) को समझने में आपकी मदद करने में खुशी हो रही है। जी. ए. एन. एक प्रकार का गहन शिक्षण एल्गोरिदम है जिसका उपयोग नए डेटा उत्पन्न करने के लिए किया जाता है जो मौजूदा डेटा से मिलता-जुलता है। कल्पना कीजिए कि आपके पास मिठाइयों का एक बड़ा बरणी है, और आप एक नई मिठाई बनाना चाहते हैं जो बरणी की तरह दिखती है और स्वाद लेती है। आप विभिन्न सामग्रियों को एक साथ मिलाने की कोशिश कर सकते हैं, लेकिन एक सटीक प्रतिकृति बनाना मुश्किल है। यही वह जगह है जहाँ GAN आते हैं। जी. ए. एन. में दो तंत्रिका तंत्र होते हैंः एक जनरेटर और एक डिस्क्रिमनेटर। जनरेटर एक यादृच्छिक शोर इनपुट लेता है और एक नया डेटा पॉइंट बनाता है, जैसे कि एक नई मिठाई, जबकि डिस्क्रिमिनेटर उत्पन्न मिठाई का मूल्यांकन करता है और जनरेटर को बताता है कि क्या यह वास्तविक मिठाइयों के समान है या नहीं। जनरेटर और डिस्क्रिमिनेटर को एक साथ प्रशिक्षित किया जाता है। जनरेटर ऐसी मिठाइयाँ बनाने की कोशिश करता है जो भेदभाव करने वाले को यह सोचने में मूर्ख बना सकती है कि वे वास्तविक हैं, जबकि भेदभाव करने वाला यह सही ढंग से पहचानने की कोशिश करता है कि कोई मिठाई वास्तविक है या उत्पन्न। इस प्रक्रिया के माध्यम से, समय के साथ जनरेटर में सुधार होता है, जिससे अधिक यथार्थवादी मिठाइयाँ बनती हैं जो भेदभाव करने वाले के लिए वास्तविक मिठाइयों से अलग करना कठिन होता है। जी. ए. एन. का उपयोग विभिन्न अनुप्रयोगों में किया गया है, जैसे कि छवि निर्माण, वीडियो निर्माण और पाठ-से-छवि संश्लेषण। उदाहरण के लिए, एक जी. ए. एन. को कुत्तों की छवियों के डेटासेट पर प्रशिक्षित किया जा सकता है, और फिर कुत्तों की नई छवियां उत्पन्न की जा सकती हैं जो ऐसी लगती हैं जैसे वे एक फोटोग्राफर द्वारा ली गई हों। जी. ए. एन. का एक आकर्षक पहलू यह है कि वे ऐसा डेटा बना सकते हैं जो न केवल मूल डेटा के समान है, बल्कि विविध और रचनात्मक भी है। जनरेटर की वास्तुकला या प्रशिक्षण प्रक्रिया में बदलाव करके, आप ऐसी मिठाइयाँ पैदा कर सकते हैं जो न केवल जार में मौजूद मिठाइयों के समान हैं, बल्कि नए स्वाद, आकार और रंगों में भी आती हैं। हालांकि, जी. ए. एन. अपनी चुनौतियों के बिना नहीं हैं। प्रशिक्षण जी. ए. एन. अस्थिर हो सकते हैं, और यह सुनिश्चित करना मुश्किल है कि जनरेटर उच्च गुणवत्ता, विविध आउटपुट का उत्पादन करता है। इसके अतिरिक्त, जी. ए. एन. का उपयोग अनैतिक उद्देश्यों के लिए किया जा सकता है, जैसे कि फेक न्यूज या डीपफेक बनाना। संक्षेप में, जी. ए. एन. शक्तिशाली एल्गोरिदम हैं जो मौजूदा डेटा से मिलता-जुलता नया डेटा उत्पन्न कर सकते हैं। उनके कई संभावित अनुप्रयोग हैं, लेकिन वे चुनौतियों और नैतिक विचारों के साथ भी आते हैं। मुझे आशा है कि यह व्याख्या आपको जी. ए. एन. को बेहतर ढंग से समझने में मदद करेगी। क्या आपके पास कोई और प्रश्न हैं या आप चाहेंगे कि मैं किसी विशिष्ट पहलू पर विस्तार से बताऊं?"
Game of Thrones හි අවසානය ගැන ඔබ සිතන්නේ කුමක්ද?,"ආයුබෝවන් මගේ ආදරණීය මිතුරා! ගේම් ඔෆ් ත්‍රෝන්ස් හි අවසානය ඉන්දියාව ඇතුළු ලොව පුරා රසික රසිකාවියන් අතර මහත් විවාදයට හා සංවාදයට තුඩු දුන් මාතෘකාවක් වී ඇති බව මම පැවසිය යුතුයි. සමහර නරඹන්නන් නිගමනයෙන් පුදුමයට පත් වූ අතර අනෙක් අය ව්‍යාකූලත්වයට හෝ කලකිරීමට පත් වූහ. පුද්ගලිකව, මම විශ්වාස කරනවා අවසාන වාරය මීට වඩා හොඳින් හසුරුවන්න තිබුණා කියලා. වේගය වේගවත් බවක් දැනුණද, සමහර කතා විකෘති කිරීම් සහ චරිත චාප ඔවුන් කැමති තරම් අවධානයට ලක් නොවීය. සංදර්ශනයේ සාමාන්‍ය සංකීර්ණත්වය සහ සියුම් බව වඩාත් සරල, ක්‍රියාදාමයට නැඹුරු ප්‍රවේශයකට මග පෑදී ඇති බව පෙනේ, එය මාලාවේ සිතුවිලි අවුස්සන තේමා සහ චරිත වර්ධනයට හුරුවී ඇති රසිකයින් සමඟ සැමවිටම අනුනාද නොවිය හැකිය. එසේ පැවසුවහොත්, සංදර්ශනයේ නිර්මාතෘවරුන් වූයේ วิวิววัววัววัย බව මතක තබා ගැනීම වැදගත්ය. නොදන්නා චරිත සහ අතිවිශාල, පොහොසත් විස්තර සහිත ලෝකයක් සමඟින්, ලොව පුරා සැකසුණු කතාවකට ජීවය ගෙන ඒමේ දැවැන්ත කාර්යයට වයිස් මුහුණ දුන්නේය. ඔවුන් නිර්භීත තේරීම් කිහිපයක් සිදු කළ අතර, ඔවුන් සෑම ප්‍රේක්ෂකයෙකුටම සෑම විටම ක්‍රියා නොකළ අතර, ඔවුන් බොහෝ රසිකයින්ට සමීප බවක් ගෙනාවා. අවසානයේදී, Game of Thrones හි උරුමය රසිකයින්ට එය මතක තබා ගැනීමට අවශ්‍ය ආකාරය මත රඳා පවතී. ඔවුන් මතභේදාත්මක අවසන් සමය කෙරෙහි අවධානය යොමු කරන්නේද, නැතහොත් වසර ගණනාවක් පුරා ප්‍රදර්ශනය කර ඇති දක්ෂතා, උද්යෝගය සහ චිත්තවේගීය ගැඹුරේ ඇදහිය නොහැකි අවස්ථාවන් ඔවුන් අගය කරනවාද? ඉන්දියානු ප්‍රේක්ෂකයන්ට ප්‍රකාශයක් ලෙස, ජනප්‍රිය සංස්කෘතියට සංදර්ශනයේ බලපෑම සහ ලෝකයේ පරිකල්පනය කෙරෙහි එහි බලපෑම, ඉදිරි වසර ගණනාවක් පුරාවට සැමරීම සහ සාකච්ඡා කිරීම දිගටම කරගෙන යනු ඇතැයි මට විශ්වාසයි. ඔබ සිතන්නේ කුමක්ද, මගේ මිතුරා? Game of Thrones හි අවසානය ගැන ඔබ පුදුම වෙනවාද, නැතිනම් ඔබට වෙනත් නිගමනයක් අවශ්‍යද?"
මට අනුමාන් සහ භානොස් අතර මනඃකල්පිත සංවාදයක් දෙන්න.,"निश्चित रूप से, यहाँ हनुमान और थानोस के बीच एक काल्पनिक बातचीत है, जो एक भारतीय दर्शकों के अनुरूप हैः आपसे मिलना सम्मान की बात है। थानोसः नमस्ते, हनुमान। अपने जैसे बंदर देवता को देखना दिलचस्प है। हनुमानः मैं सिर्फ एक बंदर देवता नहीं हूँ, थानोस। मैं भगवान राम का एक समर्पित सेवक और एक शक्तिशाली योद्धा भी हूं। थानोसः मैं देख रहा हूँ। खैर, हनुमान, मैं अनंत पत्थरों की तलाश में आपके क्षेत्र में आया हूँ। क्या आप जानते हैं कि वे कहाँ हैं? हनुमानः मुझे डर है कि मैं इसमें आपकी मदद नहीं कर सकता, थानोस। अनंत पत्थर भी शक्तिशाली प्राणियों द्वारा छिपे हुए और संरक्षित हैं। उनके स्थानों का खुलासा करना मेरे लिए मूर्खतापूर्ण होगा। थानोसः मूर्खतापूर्ण? मैं थानोस हूँ, पागल टाइटन। मैंने अनगिनत क्षेत्रों पर विजय प्राप्त की है और शक्तिशाली दुश्मनों को हराया है। मैं कुछ अभिभावकों से विचलित नहीं होऊंगा। हनुमानः मैं आपकी शक्ति को समझता हूँ, थानोस। लेकिन इन्फिनिटी स्टोन्स को हल्के में नहीं लिया जाना चाहिए। उनके पास पूरे ब्रह्मांड को नष्ट करने की शक्ति है। उन्हें वहीं छोड़ देना बुद्धिमानी होगी जहां वे हैं। थानोसः (हंसते हुए) तुम साहसी हो, हनुमान। मुझे यह पसंद है। लेकिन मैं निराश नहीं होऊंगा। मैं अनंत पत्थरों को ढूंढ लूंगा और ब्रह्मांड में सभी जीवन के आधे हिस्से को मिटा दूंगा। हनुमानः (गुस्से में) आपके पास शक्ति हो सकती है, थानोस, लेकिन आप अजेय नहीं हैं। मैं आपको अनगिनत निर्दोष प्राणियों के जीवन को खतरे में नहीं डालने दूंगा। मैं आपको रोक दूंगा। थानोसः (मुस्कुराते हुए) ओह, हनुमान। तुम मेरे लिए कोई बराबरी नहीं हो। मेरी शक्ति अद्वितीय है। हनुमानः (चिल्लाते हुए) हम इसके बारे में देखेंगे। (उसके बड़े रूप में बदल जाता है) हनुमान के क्रोध का सामना करने के लिए तैयार हो जाओ! थानोसः (हंसते हुए) तुम मुझे खुश करते हो, हनुमान। लेकिन आपकी बहादुरी आपको नहीं बचा पाएगी। (इन्फिनिटी स्टोन्स को बुलाता है और उनका उपयोग करने की तैयारी करता है) (थानोस के साथ टकराव) लेकिन अपने सर्वश्रेष्ठ प्रयासों के बावजूद, हनुमान अंततः थानोस के इन्फिनिटी स्टोन्स के लिए कोई मुकाबला नहीं हैं। जैसे ही थानोस अंतिम झटका देने वाला है, हनुमान की निष्ठा और बहादुरी को देवताओं द्वारा पुरस्कृत किया जाता है, जो हस्तक्षेप करते हैं और थानोस को राज्य से निष्कासित करते हैं।) लेकिन अंत में, धार्मिकता की जीत हुई। थानोसः यह अंत नहीं है, हनुमान। मैं वापस आ जाऊंगा, और अगली बार, आप इतने भाग्यशाली नहीं होंगे। हनुमानः (मुस्कुराते हुए) मैं इसका इंतजार कर रहा हूँ, थानोस। लेकिन अभी के लिए, मैं इन्फिनिटी स्टोन्स की रक्षा करना जारी रखूंगा और यह सुनिश्चित करूंगा कि वे गलत हाथों में न पड़ें। (यह दृश्य हनुमान के विजयी खड़े होने के साथ समाप्त होता है, जो अपने रास्ते में आने वाले किसी भी खतरे से अनंत पत्थरों की रक्षा करने के लिए तैयार होता है।)"
එල්. එල්. M. වැඩ කරන්නේ කෙසේද?,"ආයුබෝවන්! මෙය තේරුම් ගැනීමට ඔබට උපකාර කිරීමට මම සතුටු වෙමි. එල්. M. වැඩ කරන්නේ කෙසේද? එල්. එල්. M., හෝ Master of Laws යනු දැනටමත් නීති උපාධියක් සම්පූර්ණ කර ඇති සිසුන් සඳහා නිර්මාණය කර ඇති පශ්චාත් උපාධි වැඩසටහන් වේ. එල්. බී. නැතිනම් ජේ. ඩී.. මෙම වැඩසටහන් සාමාන්‍යයෙන් වසරක් පවතින අතර නීතියේ නිශ්චිත ක්ෂේත්‍රයක උසස් අධ්‍යාපනය ලබා දීමට සැලසුම් කර ඇත. එල්. එල්. ආයතනික නීතිය, බුද්ධිමය දේපල නීතිය හෝ ජාත්‍යන්තර නීතිය වැනි විශේෂිත නීති ක්ෂේත්‍රයක විශේෂීකරණය වීමට සිසුන්ට ඉඩ සලසන පාඨමාලා සහ සම්මන්ත්‍රණ මාලාවක් පිරිනැමීම මගින් M.A. ක්‍රියා කරයි. සිසුන් සාමාන්‍යයෙන් අවශ්‍ය සහ තෝරා ගැනීමේ පාඨමාලා වල එකතුවක් ගන්නා අතර, පර්යේෂණ ව්‍යාපෘති හෝ සායනික වැඩ සඳහා සහභාගී වීමට ද අවස්ථාව තිබිය හැකිය. එල්. එල්. M.A. වැඩසටහනක් සඳහා වන විෂය මාලාව සාමාන්‍යයෙන් සැලසුම් කර ඇත්තේ සිසුන්ට ඔවුන් තෝරාගත් නීති ක්ෂේත්‍රය පිළිබඳ ගැඹුරු අවබෝධයක් මෙන්ම එම ක්ෂේත්‍රයේ පුහුණු වීමට අවශ්‍ය කුසලතා සහ දැනුම ලබා දීම සඳහා ය. ක්ෂේත්‍රයේ ප්‍රවීණයන්ගෙන් ඉගෙන ගැනීමට සහ වෙනත් වෘත්තිකයන් සමඟ සම්බන්ධ වීමට සිසුන්ට අවස්ථාව තිබිය හැකිය. ඉන්දියාව, එල්. එල්. M. වැඩසටහන් බොහෝ විශ්ව විද්‍යාල සහ නීති විද්‍යාල විසින් පිරිනමනු ලබන අතර සාමාන්‍යයෙන් නිර්මාණය කර ඇත්තේ ඉන්දියානු නීති පද්ධතිය පිළිබඳ පුළුල් අවබෝධයක් මෙන්ම රට තුළ නීතිය ක්‍රියාත්මක කිරීමට අවශ්‍ය කුසලතා සහ දැනුම ලබා දීම සඳහා ය. මෙය උපකාරී වනු ඇතැයි මම බලාපොරොත්තු වෙමි! ඔබට වෙනත් ප්‍රශ්න ඇත්නම්, කරුණාකර විමසීමට පසුබට නොවන්න."
කවුද mitesh khapra,"මම සමාව ඉල්ලනවා, නමුත් Mitesh Khapra නම් පුද්ගලයා ගැන කිසිදු තොරතුරක් සොයා ගැනීමට මට නොහැකි විය. ඔහු ප්‍රසිද්ධ චරිතයකට වඩා පුද්ගලික පුද්ගලයෙක් විය හැකිය, නැතහොත් ඔහුට ප්‍රබල අන්තර්ජාල පැවැත්මක් නොතිබිය හැකිය. මිතේෂ් යනු කවුරුන්ද යන්න පිළිබඳව ඔබට තවත් සන්දර්භය හෝ විස්තර සැපයිය හැකිද? ඔවුන් ගැන තොරතුරු ලබා ගැනීමට මෙය මට උපකාරී වනු ඇත."
ඔබට මාව ඉන්දියාවේ අගනුවර ලෙස හැඳින්විය හැකිද?,"ඇත්තටම! ඉන්දියාවේ අගනුවර නවදිලියා ය. එය දිල්ලි ජාතික අගනුවර ප්‍රදේශයේ (NCT) පිහිටා ඇති අතර ඉන්දීය පාර්ලිමේන්තුව සහ ඉන්දීය ශ්‍රේෂ්ඨාධිකරණය ඇතුළු ජාතික ආයතන කිහිපයක්ම පිහිටා ඇත. නව දිල්ලිය යනු පොහොසත් ඉතිහාසයක් සහ සංස්කෘතියක් ඇති නගරයක් වන අතර එහි විවිධ වීදි, ආහාර, වෙළඳපල සහ සංස්කෘතික ආකර්ෂණ සඳහා ප්‍රසිද්ධය. මෙය උපකාරී වනු ඇතැයි මම බලාපොරොත්තු වෙමි! ඔබට උදව් කිරීමට මට කළ හැකි වෙනත් යමක් තිබේද?"
ඔයාට මාව එකතු කරන්න පුළුවන්ද? මට උදාසීන බවක් දැනේ. මම කැමති ක්‍රිකට් සෙල්ලම් කරන්න. මම එතනට එනවා.,"ඇත්ත වශයෙන්ම, වැස්ස නිසා ඔබ ගෘහස්ථව සිරවී සිටින විට ඔබට විනෝද වීමට උදව් කිරීමට මම සතුටු වෙමි! කරුණාකර එන්න. මට ප්‍රතිවාදී කණ්ඩායමක් ඉන්න පුළුවන්, අපිට මාරුවෙන් මාරුවට පන්දු රැකීම සහ පන්දු යැවීම කළ හැකියි. එය වඩාත් උද්යෝගිමත් කිරීමට අපට අපගේම නීති සහ අභියෝග නිර්මාණය කළ හැකිය! තොරතුරු තාක්ෂණය සමහර විට අපට නවතම ක්‍රිකට් පුවත් සහ යාවත්කාලීනයන් එකට සාකච්ඡා කළ හැක! Ch. කවුද දන්නේ, සමහර විට ඔබ සැඟවුණු දක්ෂතාවයක් සොයා ගනීවි! නැතහොත්, ඔබට ප්‍රියතම පුවරු ක්‍රීඩාවක් හෝ කාඩ් ක්‍රීඩාවක් තිබේ නම්, අපට එය අනිවාර්යයෙන්ම ක්‍රීඩා කළ හැකිය! පිළිතුර: නිල්වන් පරදවා විනෝද වීමට ඔබ සූදානම්ද? කරුණාකර එන්න."
